0.00000	0.0007239884	-0.6292933335	-0.0650000000	-0.4773898384
0.13100	0.0007239884	0.0580886154	0.0060000000	-0.5551692119
0.26100	0.0007239884	0.9003735387	0.0930000000	0.9328826893
0.39100	0.0007239884	0.8132406156	0.0840000000	1.9139673213
0.52100	0.0007239884	2.2364116929	0.2310000000	2.0762845242
0.65100	0.0007239884	3.3691396932	0.3480000000	3.2924805793
0.78200	0.0007343311	2.8269792828	0.2920000000	3.9080476416
0.91200	0.0007343311	3.3885025650	0.3500000000	3.1516180992
1.04200	0.0007343311	4.5793191807	0.4730000000	3.8413105893
1.17200	0.0007239884	4.4921862576	0.4640000000	5.3963804661
1.30200	0.0007343311	0.0000000000	0.0000000000	1.8182228900
1.43300	0.0007343311	0.0000000000	0.0000000000	-3.5858648720
1.56300	0.0007239884	0.0000000000	0.0000000000	-2.2644237540
1.69400	0.0007239884	0.0000000000	0.0000000000	2.1234740972
1.82400	0.0007239884	0.0000000000	0.0000000000	2.2062728471
1.95300	0.0007343311	0.0000000000	0.0000000000	-1.0272005561
2.08300	0.0007343311	0.0000000000	0.0000000000	-1.9150031039
2.21300	0.0007343311	0.0000000000	0.0000000000	0.2825914344
2.34400	0.0007136457	0.0000000000	0.0000000000	1.4999754531
2.47400	0.0007239884	0.0000000000	0.0000000000	0.1629331105
2.60200	0.0007239884	0.0000000000	0.0000000000	-1.1092015230
